"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","xupiyane-RAISE-B","1","","","0.932514477790597"
"xushallan","xushallan-F","0","1","0.961451390633828",""
"","xushallan-B","0","1","","0.0385486093661718"
"","xushallan-RAISE-F","0","","0.961451390633828",""
"","xushallan-RAISE-B","4","","","0.0385486093661718"
"xususiyet","xususiyet-F","0","1","0.00583664335784309",""
"","xususiyet-B","0","1","","0.994163356642157"
"","xususiyet-RAISE-F","35","","0.00583664335784309",""
"","xususiyet-RAISE-B","0","","","0.994163356642157"
"xutbe","xutbe-F","0","1","0.0388993018242046",""
"","xutbe-B","0","1","","0.961100698175795"
"","xutbe-RAISE-F","36","","0.0388993018242046",""
"","xutbe-RAISE-B","9","","","0.961100698175795"
"yada","yada-F","0","1","0.939252326769961",""
"","yada-B","0","1","","0.0607476732300393"
"","yada-RAISE-F","0","","0.939252326769961",""
"","yada-RAISE-B","1","","","0.0607476732300393"
"yadla","yadla-F","0","1","0.993094665728919",""
"","yadla-B","0","1","","0.00690533427108087"
"","yadla-RAISE-F","0","","0.993094665728919",""
"","yadla-RAISE-B","16","","","0.00690533427108087"
"yadname","yadname-F","0","1","0.132730930265783",""
"","yadname-B","0","1","","0.867269069734217"
"","yadname-RAISE-F","8","","0.132730930265783",""
"","yadname-RAISE-B","3","","","0.867269069734217"
"yala","yala-F","0","1","0.98253860078839",""
"","yala-B","0","1","","0.0174613992116097"
"","yala-RAISE-F","0","","0.98253860078839",""
"","yala-RAISE-B","3","","","0.0174613992116097"
"yaldama","yaldama-F","0","1","0.98963649604759",""
"","yaldama-B","0","1","","0.0103635039524105"
"","yaldama-RAISE-F","0","","0.98963649604759",""
"","yaldama-RAISE-B","6","","","0.0103635039524105"
"yalla","yalla-F","0","1","0.960275160838031",""
"","yalla-B","0","1","","0.0397248391619687"
"","yalla-RAISE-F","0","","0.960275160838031",""
"","yalla-RAISE-B","4","","","0.0397248391619687"
"yalqunla","yalqunla-F","0","1","0.930424500861708",""
"","yalqunla-B","0","1","","0.0695754991382923"
"","yalqunla-RAISE-F","0","","0.930424500861708",""
"","yalqunla-RAISE-B","2","","","0.0695754991382923"
"yama","yama-F","0","1","0.880924449858308",""
"","yama-B","0","1","","0.119075550141692"
"","yama-RAISE-F","0","","0.880924449858308",""
"","yama-RAISE-B","1","","","0.119075550141692"
"yaman","yaman-F","0","1","0.996063286683193",""
"","yaman-B","0","1","","0.00393671331680745"
"","yaman-RAISE-F","0","","0.996063286683193",""
"","yaman-RAISE-B","7","","","0.00393671331680745"
"yamanla","yamanla-F","0","1","0.977020645963712",""
"","yamanla-B","0","1","","0.0229793540362883"
"","yamanla-RAISE-F","0","","0.977020645963712",""
"","yamanla-RAISE-B","6","","","0.0229793540362883"
"yamanlash","yamanlash-F","0","1","0.989564617042172",""
"","yamanlash-B","0","1","","0.0104353829578278"
"","yamanlash-RAISE-F","0","","0.989564617042172",""
"","yamanlash-RAISE-B","34","","","0.0104353829578278"
"yamash","yamash-F","0","1","0.974275439492355",""
"","yamash-B","0","1","","0.0257245605076447"
"","yamash-RAISE-F","0","","0.974275439492355",""
"","yamash-RAISE-B","8","","","0.0257245605076447"
"yamra","yamra-F","0","1","0.984178544385929",""
"","yamra-B","0","1","","0.0158214556140711"
"","yamra-RAISE-F","0","","0.984178544385929",""
"","yamra-RAISE-B","30","","","0.0158214556140711"
"yandash","yandash-F","0","1","0.97874180249452",""
"","yandash-B","0","1","","0.0212581975054799"
"","yandash-RAISE-F","0","","0.97874180249452",""
"","yandash-RAISE-B","2","","","0.0212581975054799"
"yangra","yangra-F","0","1","0.987111804149452",""
"","yangra-B","0","1","","0.0128881958505483"
"","yangra-RAISE-F","0","","0.987111804149452",""
"","yangra-RAISE-B","36","","","0.0128881958505483"
"yangza","yangza-F","0","1","0.97751613420929",""
"","yangza-B","0","1","","0.0224838657907102"
"","yangza-RAISE-F","0","","0.97751613420929",""
"","yangza-RAISE-B","1","","","0.0224838657907102"
"yanpash","yanpash-F","0","1","0.969232551867045",""
"","yanpash-B","0","1","","0.030767448132955"
"","yanpash-RAISE-F","0","","0.969232551867045",""
"","yanpash-RAISE-B","4","","","0.030767448132955"
"yapa","yapa-F","0","1","0.916076844500879",""
"","yapa-B","0","1","","0.0839231554991205"
"","yapa-RAISE-F","0","","0.916076844500879",""
"","yapa-RAISE-B","1","","","0.0839231554991205"
"yaponche","yaponche-F","0","1","0.702408497095513",""
"","yaponche-B","0","1","","0.297591502904487"
"","yaponche-RAISE-F","1","","0.702408497095513",""
"","yaponche-RAISE-B","8","","","0.297591502904487"
"yaponiye","yaponiye-F","0","1","0.00164924818655235",""
"","yaponiye-B","0","1","","0.998350751813448"
"","yaponiye-RAISE-F","364","","0.00164924818655235",""
"","yaponiye-RAISE-B","0","","","0.998350751813448"
"yapta","yapta-F","0","1","0.880924449858308",""
"","yapta-B","0","1","","0.119075550141692"
"","yapta-RAISE-F","2","","0.880924449858308",""
"","yapta-RAISE-B","0","","","0.119075550141692"
"yara","yara-F","0","1","0.994991582149757",""
"","yara-B","0","1","","0.00500841785024264"
"","yara-RAISE-F","0","","0.994991582149757",""
"","yara-RAISE-B","202","","","0.00500841785024264"
"yarash","yarash-F","0","1","0.98781986670181",""
"","yarash-B","0","1","","0.0121801332981898"
"","yarash-RAISE-F","0","","0.98781986670181",""
"","yarash-RAISE-B","8","","","0.0121801332981898"
"yarat","yarat-F","0","1","0.996978272306177",""
"","yarat-B","0","1","","0.00302172769382347"
"","yarat-RAISE-F","0","","0.996978272306177",""
"","yarat-RAISE-B","295","","","0.00302172769382347"
"yardem","yardem-F","0","1","0.001334781282041",""
"","yardem-B","0","1","","0.998665218717959"
"","yardem-RAISE-F","645","","0.001334781282041",""
"","yardem-RAISE-B","3","","","0.998665218717959"
"yardemlesh","yardemlesh-F","0","1","0.0341210261088918",""
"","yardemlesh-B","0","1","","0.965878973891108"
"","yardemlesh-RAISE-F","17","","0.0341210261088918",""
"","yardemlesh-RAISE-B","2","","","0.965878973891108"
"yasa","yasa-F","0","1","0.995922657012609",""
"","yasa-B","0","1","","0.00407734298739104"
"","yasa-RAISE-F","0","","0.995922657012609",""
"","yasa-RAISE-B","51","","","0.00407734298739104"
"yasal","yasal-F","0","1","0.990588694976876",""
"","yasal-B","0","1","","0.00941130502312404"
"","yasal-RAISE-F","0","","0.990588694976876",""
"","yasal-RAISE-B","28","","","0.00941130502312404"
"yasalma","yasalma-F","0","1","0.959083391149893",""
"","yasalma-B","0","1","","0.0409166088501071"
"","yasalma-RAISE-F","0","","0.959083391149893",""
"","yasalma-RAISE-B","14","","","0.0409166088501071"
"yasan","yasan-F","0","1","0.979366242280594",""
"","yasan-B","0","1","","0.0206337577194056"
"","yasan-RAISE-F","0","","0.979366242280594",""
"","yasan-RAISE-B","10","","","0.0206337577194056"
"yasash","yasash-F","0","1","0.97804460949775",""
"","yasash-B","0","1","","0.0219553905022501"
"","yasash-RAISE-F","0","","0.97804460949775",""
"","yasash-RAISE-B","10","","","0.0219553905022501"
"yasat","yasat-F","0","1","0.969827607906407",""
"","yasat-B","0","1","","0.0301723920935933"
"","yasat-RAISE-F","0","","0.969827607906407",""
"","yasat-RAISE-B","1","","","0.0301723920935933"
"yasha","yasha-F","0","1","0.99924528515997",""
"","yasha-B","0","1","","0.00075471484002998"
"","yasha-RAISE-F","0","","0.99924528515997",""
"","yasha-RAISE-B","354","","","0.00075471484002998"
"yashlash","yashlash-F","0","1","0.938363901532966",""
"","yashlash-B","0","1","","0.0616360984670344"
"","yashlash-RAISE-F","0","","0.938363901532966",""
"","yashlash-RAISE-B","2","","","0.0616360984670344"
"yashna","yashna-F","0","1","0.98296640773718",""
"","yashna-B","0","1","","0.0170335922628202"
"","yashna-RAISE-F","0","","0.98296640773718",""
"","yashna-RAISE-B","1","","","0.0170335922628202"
"yashnat","yashnat-F","0","1","0.94330606109652",""
"","yashnat-B","0","1","","0.0566939389034802"
"","yashnat-RAISE-F","0","","0.94330606109652",""
"","yashnat-RAISE-B","1","","","0.0566939389034802"
"yasighucha","yasighucha-F","0","1","0.975656680512196",""
"","yasighucha-B","0","1","","0.0243433194878038"
"","yasighucha-RAISE-F","0","","0.975656680512196",""
"","yasighucha-RAISE-B","7","","","0.0243433194878038"
"yataqxana","yataqxana-F","0","1","0.994590973610647",""
"","yataqxana-B","0","1","","0.00540902638935314"
"","yataqxana-RAISE-F","0","","0.994590973610647",""
"","yataqxana-RAISE-B","9","","","0.00540902638935314"
"yatlash","yatlash-F","0","1","0.983558261461145",""
"","yatlash-B","0","1","","0.0164417385388554"
"","yatlash-RAISE-F","0","","0.983558261461145",""
"","yatlash-RAISE-B","11","","","0.0164417385388554"
"yawropa","yawropa-F","0","1","0.998141481256735",""
"","yawropa-B","0","1","","0.00185851874326459"
"","yawropa-RAISE-F","0","","0.998141481256735",""
"","yawropa-RAISE-B","3","","","0.00185851874326459"
"yaxshila","yaxshila-F","0","1","0.994118252749267",""
"","yaxshila-B","0","1","","0.00588174725073309"
"","yaxshila-RAISE-F","0","","0.994118252749267",""
"","yaxshila-RAISE-B","100","","","0.00588174725073309"
"yayla","yayla-F","0","1","0.923789143168673",""
"","yayla-B","0","1","","0.0762108568313269"
"","yayla-RAISE-F","0","","0.923789143168673",""
"","yayla-RAISE-B","1","","","0.0762108568313269"
"yazma","yazma-F","0","1","0.995019032419943",""
"","yazma-B","0","1","","0.00498096758005706"
"","yazma-RAISE-F","0","","0.995019032419943",""
"","yazma-RAISE-B","495","","","0.00498096758005706"
"yekshenbe","yekshenbe-F","0","1","0.00210207444316079",""
"","yekshenbe-B","0","1","","0.997897925556839"
"","yekshenbe-RAISE-F","34","","0.00210207444316079",""
"","yekshenbe-RAISE-B","0","","","0.997897925556839"
"yekünle","yekünle-F","0","1","0.105410370030683",""
"","yekünle-B","0","1","","0.894589629969317"
"","yekünle-RAISE-F","9","","0.105410370030683",""
"","yekünle-RAISE-B","0","","","0.894589629969317"
"yenggüshle","yenggüshle-F","0","1","0.277633650045294",""
"","yenggüshle-B","0","1","","0.722366349954706"
"","yenggüshle-RAISE-F","5","","0.277633650045294",""
"","yenggüshle-RAISE-B","0","","","0.722366349954706"
"yéngisheher","yéngisheher-F","0","1","0.00414763407079821",""
"","yéngisheher-B","0","1","","0.995852365929202"
"","yéngisheher-RAISE-F","1","","0.00414763407079821",""
"","yéngisheher-RAISE-B","0","","","0.995852365929202"
"yerlesh","yerlesh-F","0","1","0.0350151826395919",""
"","yerlesh-B","0","1","","0.964984817360408"
"","yerlesh-RAISE-F","44","","0.0350151826395919",""
"","yerlesh-RAISE-B","0","","","0.964984817360408"
"yeshme","yeshme-F","0","1","0.164780168043305",""
"","yeshme-B","0","1","","0.835219831956695"
"","yeshme-RAISE-F","3","","0.164780168043305",""
"","yeshme-RAISE-B","0","","","0.835219831956695"
"yette","yette-F","0","1","0.0869438071919232",""
"","yette-B","0","1","","0.913056192808077"
"","yette-RAISE-F","52","","0.0869438071919232",""
"","yette-RAISE-B","0","","","0.913056192808077"
"yilname","yilname-F","0","1","0.186276423429492",""
"","yilname-B","0","1","","0.813723576570508"
"","yilname-RAISE-F","15","","0.186276423429492",""
"","yilname-RAISE-B","10","","","0.813723576570508"
"yola","yola-F","0","1","0.979019155210202",""
"","yola-B","0","1","","0.0209808447897982"
"","yola-RAISE-F","0","","0.979019155210202",""
"","yola-RAISE-B","24","","","0.0209808447897982"
"yolbashlash","yolbashlash-F","0","1","0.835853492011632",""
"","yolbashlash-B","0","1","","0.164146507988368"
"","yolbashlash-RAISE-F","0","","0.835853492011632",""
"","yolbashlash-RAISE-B","1","","","0.164146507988368"
"yoldash","yoldash-F","0","1","0.995076376489307",""
"","yoldash-B","0","1","","0.00492362351069331"
"","yoldash-RAISE-F","0","","0.995076376489307",""
"","yoldash-RAISE-B","18","","","0.00492362351069331"
"yöle","yöle-F","0","1","0.0181178312307207",""
"","yöle-B","0","1","","0.981882168769279"
"","yöle-RAISE-F","11","","0.0181178312307207",""
"","yöle-RAISE-B","0","","","0.981882168769279"
"yolla","yolla-F","0","1","0.996950924150454",""
"","yolla-B","0","1","","0.00304907584954595"
"","yolla-RAISE-F","0","","0.996950924150454",""
"","yolla-RAISE-B","78","","","0.00304907584954595"
"yollanma","yollanma-F","0","1","0.98807347236124",""
"","yollanma-B","0","1","","0.0119265276387596"
"","yollanma-RAISE-F","0","","0.98807347236124",""
"","yollanma-RAISE-B","71","","","0.0119265276387596"
"yolwas","yolwas-F","0","1","0.995889917934527",""
"","yolwas-B","0","1","","0.00411008206547259"
"","yolwas-RAISE-F","0","","0.995889917934527",""
"","yolwas-RAISE-B","1","","","0.00411008206547259"
"yota","yota-F","0","1","0.969979962866434",""
"","yota-B","0","1","","0.030020037133566"
"","yota-RAISE-F","0","","0.969979962866434",""
"","yota-RAISE-B","7","","","0.030020037133566"
"yötel","yötel-F","0","1","0.0266514370376403",""
"","yötel-B","0","1","","0.97334856296236"
"","yötel-RAISE-F","2","","0.0266514370376403",""
"","yötel-RAISE-B","0","","","0.97334856296236"
"yugoslawiye","yugoslawiye-F","0","1","0.0227980285223875",""
"","yugoslawiye-B","0","1","","0.977201971477612"
"","yugoslawiye-RAISE-F","3","","0.0227980285223875",""
"","yugoslawiye-RAISE-B","0","","","0.977201971477612"
"yumila","yumila-F","0","1","0.835853492011632",""
"","yumila-B","0","1","","0.164146507988368"
"","yumila-RAISE-F","0","","0.835853492011632",""
"","yumila-RAISE-B","1","","","0.164146507988368"
"yumsha","yumsha-F","0","1","0.963325552668228",""
"","yumsha-B","0","1","","0.0366744473317717"
"","yumsha-RAISE-F","0","","0.963325552668228",""
"","yumsha-RAISE-B","9","","","0.0366744473317717"
"yunanche","yunanche-F","0","1","0.26356217664519",""
"","yunanche-B","0","1","","0.73643782335481"
"","yunanche-RAISE-F","0","","0.26356217664519",""
"","yunanche-RAISE-B","3","","","0.73643782335481"
"yunda","yunda-F","0","1","0.978074361407057",""
"","yunda-B","0","1","","0.0219256385929429"
"","yunda-RAISE-F","0","","0.978074361407057",""
"","yunda-RAISE-B","3","","","0.0219256385929429"
"yuqumlan","yuqumlan-F","0","1","0.990623359706076",""
"","yuqumlan-B","0","1","","0.00937664029392415"
"","yuqumlan-RAISE-F","0","","0.990623359706076",""
"","yuqumlan-RAISE-B","9","","","0.00937664029392415"
"yurtdash","yurtdash-F","0","1","0.992910357731434",""
"","yurtdash-B","0","1","","0.00708964226856601"
"","yurtdash-RAISE-F","0","","0.992910357731434",""
"","yurtdash-RAISE-B","1","","","0.00708964226856601"
"yüze","yüze-F","0","1","0.0461849696240645",""
"","yüze-B","0","1","","0.953815030375936"
"","yüze-RAISE-F","3","","0.0461849696240645",""
"","yüze-RAISE-B","0","","","0.953815030375936"
"yüzle","yüzle-F","0","1","0.120886257887987",""
"","yüzle-B","0","1","","0.879113742112013"
"","yüzle-RAISE-F","1","","0.120886257887987",""
"","yüzle-RAISE-B","0","","","0.879113742112013"
"yüzlen","yüzlen-F","0","1","0.489178423337844",""
"","yüzlen-B","0","1","","0.510821576662156"
"","yüzlen-RAISE-F","1","","0.489178423337844",""
"","yüzlen-RAISE-B","0","","","0.510821576662156"
"zamane","zamane-F","0","1","0.0563507998119664",""
"","zamane-B","0","1","","0.943649200188034"
"","zamane-RAISE-F","11","","0.0563507998119664",""
"","zamane-RAISE-B","219","","","0.943649200188034"
"zamaniwilash","zamaniwilash-F","0","1","0.98077059921144",""
"","zamaniwilash-B","0","1","","0.0192294007885603"
"","zamaniwilash-RAISE-F","0","","0.98077059921144",""
"","zamaniwilash-RAISE-B","15","","","0.0192294007885603"
"zapas","zapas-F","0","1","0.994309755670902",""
"","zapas-B","0","1","","0.00569024432909782"
"","zapas-RAISE-F","0","","0.994309755670902",""
"","zapas-RAISE-B","34","","","0.00569024432909782"
"zapchas","zapchas-F","0","1","0.988377645143785",""
"","zapchas-B","0","1","","0.0116223548562149"
"","zapchas-RAISE-F","0","","0.988377645143785",""
"","zapchas-RAISE-B","1","","","0.0116223548562149"
"zarla","zarla-F","0","1","0.969543159924711",""
"","zarla-B","0","1","","0.0304568400752887"
"","zarla-RAISE-F","0","","0.969543159924711",""
"","zarla-RAISE-B","8","","","0.0304568400752887"
"ze'iplesh","ze'iplesh-F","0","1","0.080105989803832",""
"","ze'iplesh-B","0","1","","0.919894010196168"
"","ze'iplesh-RAISE-F","10","","0.080105989803832",""
"","ze'iplesh-RAISE-B","0","","","0.919894010196168"
"zeher","zeher-F","0","1","0.00238758304663943",""
"","zeher-B","0","1","","0.997612416953361"
"","zeher-RAISE-F","2","","0.00238758304663943",""
"","zeher-RAISE-B","0","","","0.997612416953361"
"zeherle","zeherle-F","0","1","0.09403678930561",""
"","zeherle-B","0","1","","0.90596321069439"
"","zeherle-RAISE-F","32","","0.09403678930561",""
"","zeherle-RAISE-B","1","","","0.90596321069439"
"zeherxende","zeherxende-F","0","1","0.0690816603138863",""
"","zeherxende-B","0","1","","0.930918339686114"
"","zeherxende-RAISE-F","13","","0.0690816603138863",""
"","zeherxende-RAISE-B","0","","","0.930918339686114"
"zenjirle","zenjirle-F","0","1","0.310373924070139",""
"","zenjirle-B","0","1","","0.689626075929861"
"","zenjirle-RAISE-F","2","","0.310373924070139",""
"","zenjirle-RAISE-B","0","","","0.689626075929861"
"zerbe","zerbe-F","0","1","0.0017125261779032",""
"","zerbe-B","0","1","","0.998287473822097"
"","zerbe-RAISE-F","233","","0.0017125261779032",""
"","zerbe-RAISE-B","0","","","0.998287473822097"
"zerde","zerde-F","0","1","0.130123736050873",""
"","zerde-B","0","1","","0.869876263949127"
