"Input","Output","Frequency","VAgreeSurface","VAgreeUnderlying","HarmonicUniformity","*Unraised","ID"
"bayan-NON_RAISER","bayan-NON_RAISER-UNRAISED-B","371","","","0.000321164673322438","",""
"bayanat-NON_RAISER","bayanat-NON_RAISER-RAISED-F","0","1","1","0.999610709427217","","1"
"bayanat-NON_RAISER","bayanat-NON_RAISER-RAISED-B","0","","","0.000389290572783141","","1"
"bayanat-NON_RAISER","bayanat-NON_RAISER-UNRAISED-F","0","1","1","0.999610709427217","",""
"bayanat-NON_RAISER","bayanat-NON_RAISER-UNRAISED-B","1049","","","0.000389290572783141","",""
"bayanat-RAISER","bayanat-RAISER-RAISED-F","0","1","1","0.999610709427217","","1"
"bayanat-RAISER","bayanat-RAISER-RAISED-B","2","","","0.000389290572783141","","1"
"bayanat-RAISER","bayanat-RAISER-UNRAISED-F","0","1","1","0.999610709427217","1",""
"bayanat-RAISER","bayanat-RAISER-UNRAISED-B","2513","","","0.000389290572783141","1",""
"bayanatchi-NON_RAISER","bayanatchi-NON_RAISER-RAISED-F","0","1","1","0.999316648207955","","1"
"bayanatchi-NON_RAISER","bayanatchi-NON_RAISER-RAISED-B","0","","","0.000683351792044706","","1"
"bayanatchi-NON_RAISER","bayanatchi-NON_RAISER-UNRAISED-F","0","1","1","0.999316648207955","",""
"bayanatchi-NON_RAISER","bayanatchi-NON_RAISER-UNRAISED-B","8","","","0.000683351792044706","",""
"bayanname-RAISER","bayanname-RAISER-RAISED-F","13","1","","0.263318523810137","","1"
"bayanname-RAISER","bayanname-RAISER-RAISED-B","6","","1","0.736681476189863","","1"
"bayanname-RAISER","bayanname-RAISER-UNRAISED-F","0","","","0.263318523810137","1",""
"bayanname-RAISER","bayanname-RAISER-UNRAISED-B","0","1","1","0.736681476189863","1",""
"bayawan-NON_RAISER","bayawan-NON_RAISER-RAISED-F","0","1","1","0.992928507492082","","1"
"bayawan-NON_RAISER","bayawan-NON_RAISER-RAISED-B","0","","","0.0070714925079185","","1"
"bayawan-NON_RAISER","bayawan-NON_RAISER-UNRAISED-F","0","1","1","0.992928507492082","",""
"bayawan-NON_RAISER","bayawan-NON_RAISER-UNRAISED-B","23","","","0.0070714925079185","",""
"bayram-NON_RAISER","bayram-NON_RAISER-RAISED-F","0","1","1","0.998090332534506","","1"
"bayram-NON_RAISER","bayram-NON_RAISER-RAISED-B","0","","","0.00190966746549426","","1"
"bayram-NON_RAISER","bayram-NON_RAISER-UNRAISED-F","0","1","1","0.998090332534506","",""
"bayram-NON_RAISER","bayram-NON_RAISER-UNRAISED-B","267","","","0.00190966746549426","",""
"bayram-RAISER","bayram-RAISER-RAISED-F","0","1","1","0.998090332534506","","1"
"bayram-RAISER","bayram-RAISER-RAISED-B","194","","","0.00190966746549426","","1"
"bayram-RAISER","bayram-RAISER-UNRAISED-F","0","1","1","0.998090332534506","1",""
"bayram-RAISER","bayram-RAISER-UNRAISED-B","0","","","0.00190966746549426","1",""
"baytal-NON_RAISER","baytal-NON_RAISER-RAISED-F","0","1","1","0.989673806269935","","1"
"baytal-NON_RAISER","baytal-NON_RAISER-RAISED-B","0","","","0.0103261937300652","","1"
"baytal-NON_RAISER","baytal-NON_RAISER-UNRAISED-F","0","1","1","0.989673806269935","",""
"baytal-NON_RAISER","baytal-NON_RAISER-UNRAISED-B","4","","","0.0103261937300652","",""
"baywechche-RAISER","baywechche-RAISER-RAISED-F","32","","","0.222795020515063","","1"
"baywechche-RAISER","baywechche-RAISER-RAISED-B","0","1","1","0.777204979484937","","1"
"baywechche-RAISER","baywechche-RAISER-UNRAISED-F","0","","","0.222795020515063","1",""
"baywechche-RAISER","baywechche-RAISER-UNRAISED-B","0","1","1","0.777204979484937","1",""
"baza-RAISER","baza-RAISER-RAISED-F","0","1","1","0.997030944301294","","1"
"baza-RAISER","baza-RAISER-RAISED-B","169","","","0.00296905569870642","","1"
"baza-RAISER","baza-RAISER-UNRAISED-F","0","1","1","0.997030944301294","1",""
"baza-RAISER","baza-RAISER-UNRAISED-B","0","","","0.00296905569870642","1",""
"bazar-NON_RAISER","bazar-NON_RAISER-RAISED-F","0","1","1","0.999074221669285","","1"
"bazar-NON_RAISER","bazar-NON_RAISER-RAISED-B","0","","","0.000925778330714722","","1"
"bazar-NON_RAISER","bazar-NON_RAISER-UNRAISED-F","0","1","1","0.999074221669285","",""
"bazar-NON_RAISER","bazar-NON_RAISER-UNRAISED-B","1521","","","0.000925778330714722","",""
"bazar-RAISER","bazar-RAISER-RAISED-F","0","1","1","0.999074221669285","","1"
"bazar-RAISER","bazar-RAISER-RAISED-B","1041","","","0.000925778330714722","","1"
"bazar-RAISER","bazar-RAISER-UNRAISED-F","0","1","1","0.999074221669285","1",""
"bazar-RAISER","bazar-RAISER-UNRAISED-B","0","","","0.000925778330714722","1",""
"bazarchi-NON_RAISER","bazarchi-NON_RAISER-RAISED-F","0","1","1","0.980761846229423","","1"
"bazarchi-NON_RAISER","bazarchi-NON_RAISER-RAISED-B","0","","","0.0192381537705766","","1"
"bazarchi-NON_RAISER","bazarchi-NON_RAISER-UNRAISED-F","0","1","1","0.980761846229423","",""
"bazarchi-NON_RAISER","bazarchi-NON_RAISER-UNRAISED-B","5","","","0.0192381537705766","",""
"bechchiwaz-NON_RAISER","bechchiwaz-NON_RAISER-RAISED-F","0","","1","0.983495006273461","","1"
"bechchiwaz-NON_RAISER","bechchiwaz-NON_RAISER-RAISED-B","0","1","","0.016504993726539","","1"
"bechchiwaz-NON_RAISER","bechchiwaz-NON_RAISER-UNRAISED-F","0","1","1","0.983495006273461","",""
"bechchiwaz-NON_RAISER","bechchiwaz-NON_RAISER-UNRAISED-B","5","","","0.016504993726539","",""
"beddu'a-NON_RAISER","beddu'a-NON_RAISER-RAISED-F","0","1","1","0.978804805807491","","1"
"beddu'a-NON_RAISER","beddu'a-NON_RAISER-RAISED-B","0","","","0.0211951941925089","","1"
"beddu'a-NON_RAISER","beddu'a-NON_RAISER-UNRAISED-F","1","1","1","0.978804805807491","",""
"beddu'a-NON_RAISER","beddu'a-NON_RAISER-UNRAISED-B","1","","","0.0211951941925089","",""
"bedel-NON_RAISER","bedel-NON_RAISER-RAISED-F","0","","","0.00681264819756535","","1"
"bedel-NON_RAISER","bedel-NON_RAISER-RAISED-B","0","1","1","0.993187351802435","","1"
"bedel-NON_RAISER","bedel-NON_RAISER-UNRAISED-F","155","","","0.00681264819756535","",""
"bedel-NON_RAISER","bedel-NON_RAISER-UNRAISED-B","0","1","1","0.993187351802435","",""
"bedel-RAISER","bedel-RAISER-RAISED-F","601","","","0.00681264819756535","","1"
"bedel-RAISER","bedel-RAISER-RAISED-B","0","1","1","0.993187351802435","","1"
"bedel-RAISER","bedel-RAISER-UNRAISED-F","0","","","0.00681264819756535","1",""
"bedel-RAISER","bedel-RAISER-UNRAISED-B","0","1","1","0.993187351802435","1",""
"beden-NON_RAISER","beden-NON_RAISER-RAISED-F","0","","","0.00735746362918025","","1"
"beden-NON_RAISER","beden-NON_RAISER-RAISED-B","0","1","1","0.99264253637082","","1"
"beden-NON_RAISER","beden-NON_RAISER-UNRAISED-F","71","","","0.00735746362918025","",""
"beden-NON_RAISER","beden-NON_RAISER-UNRAISED-B","0","1","1","0.99264253637082","",""
"beden-RAISER","beden-RAISER-RAISED-F","146","","","0.00735746362918025","","1"
"beden-RAISER","beden-RAISER-RAISED-B","1","1","1","0.99264253637082","","1"
"beden-RAISER","beden-RAISER-UNRAISED-F","0","","","0.00735746362918025","1",""
"beden-RAISER","beden-RAISER-UNRAISED-B","0","1","1","0.99264253637082","1",""
"bedewi-NON_RAISER","bedewi-NON_RAISER-RAISED-F","0","","","0.0238380382202816","","1"
"bedewi-NON_RAISER","bedewi-NON_RAISER-RAISED-B","0","1","1","0.976161961779718","","1"
"bedewi-NON_RAISER","bedewi-NON_RAISER-UNRAISED-F","5","","","0.0238380382202816","",""
"bedewi-NON_RAISER","bedewi-NON_RAISER-UNRAISED-B","0","1","1","0.976161961779718","",""
"bedölet-NON_RAISER","bedölet-NON_RAISER-RAISED-F","0","","","0.014797911033418","","1"
"bedölet-NON_RAISER","bedölet-NON_RAISER-RAISED-B","0","1","1","0.985202088966582","","1"
"bedölet-NON_RAISER","bedölet-NON_RAISER-UNRAISED-F","4","","","0.014797911033418","",""
"bedölet-NON_RAISER","bedölet-NON_RAISER-UNRAISED-B","0","1","1","0.985202088966582","",""
"behre-NON_RAISER","behre-NON_RAISER-RAISED-F","0","","","0.0169543355591497","","1"
"behre-NON_RAISER","behre-NON_RAISER-RAISED-B","0","1","1","0.98304566444085","","1"
"behre-NON_RAISER","behre-NON_RAISER-UNRAISED-F","3","","","0.0169543355591497","",""
"behre-NON_RAISER","behre-NON_RAISER-UNRAISED-B","0","1","1","0.98304566444085","",""
"behre-RAISER","behre-RAISER-RAISED-F","4","","","0.0169543355591497","","1"
"behre-RAISER","behre-RAISER-RAISED-B","0","1","1","0.98304566444085","","1"
"behre-RAISER","behre-RAISER-UNRAISED-F","0","","","0.0169543355591497","1",""
"behre-RAISER","behre-RAISER-UNRAISED-B","0","1","1","0.98304566444085","1",""
"behrilen-NON_RAISER","behrilen-NON_RAISER-RAISED-F","0","","","0.11580662897052","","1"
"behrilen-NON_RAISER","behrilen-NON_RAISER-RAISED-B","0","1","1","0.88419337102948","","1"
"behrilen-NON_RAISER","behrilen-NON_RAISER-UNRAISED-F","1","","","0.11580662897052","",""
"behrilen-NON_RAISER","behrilen-NON_RAISER-UNRAISED-B","0","1","1","0.88419337102948","",""
"behrilen-RAISER","behrilen-RAISER-RAISED-F","6","","","0.11580662897052","","1"
"behrilen-RAISER","behrilen-RAISER-RAISED-B","0","1","1","0.88419337102948","","1"
"behrilen-RAISER","behrilen-RAISER-UNRAISED-F","0","","","0.11580662897052","1",""
"behrilen-RAISER","behrilen-RAISER-UNRAISED-B","0","1","1","0.88419337102948","1",""
"behrimen-NON_RAISER","behrimen-NON_RAISER-RAISED-F","0","","","0.0547020617554682","","1"
"behrimen-NON_RAISER","behrimen-NON_RAISER-RAISED-B","0","1","1","0.945297938244532","","1"
"behrimen-NON_RAISER","behrimen-NON_RAISER-UNRAISED-F","2","","","0.0547020617554682","",""
"behrimen-NON_RAISER","behrimen-NON_RAISER-UNRAISED-B","0","1","1","0.945297938244532","",""
"belche-RAISER","belche-RAISER-RAISED-F","3","","","0.796556418096933","","1"
"belche-RAISER","belche-RAISER-RAISED-B","0","1","1","0.203443581903067","","1"
"belche-RAISER","belche-RAISER-UNRAISED-F","0","","","0.796556418096933","1",""
"belche-RAISER","belche-RAISER-UNRAISED-B","0","1","1","0.203443581903067","1",""
"belen-NON_RAISER","belen-NON_RAISER-RAISED-F","0","","","0.0792920032649274","","1"
"belen-NON_RAISER","belen-NON_RAISER-RAISED-B","0","1","1","0.920707996735073","","1"
"belen-NON_RAISER","belen-NON_RAISER-UNRAISED-F","1","","","0.0792920032649274","",""
"belen-NON_RAISER","belen-NON_RAISER-UNRAISED-B","0","1","1","0.920707996735073","",""
"bende-NON_RAISER","bende-NON_RAISER-RAISED-F","0","","","0.045959151429262","","1"
"bende-NON_RAISER","bende-NON_RAISER-RAISED-B","0","1","1","0.954040848570738","","1"
"bende-NON_RAISER","bende-NON_RAISER-UNRAISED-F","6","","","0.045959151429262","",""
"bende-NON_RAISER","bende-NON_RAISER-UNRAISED-B","0","1","1","0.954040848570738","",""
"bende-RAISER","bende-RAISER-RAISED-F","112","","","0.045959151429262","","1"
"bende-RAISER","bende-RAISER-RAISED-B","0","1","1","0.954040848570738","","1"
"bende-RAISER","bende-RAISER-UNRAISED-F","0","","","0.045959151429262","1",""
"bende-RAISER","bende-RAISER-UNRAISED-B","0","1","1","0.954040848570738","1",""
"bengbash-NON_RAISER","bengbash-NON_RAISER-RAISED-F","0","","1","0.950721315408384","","1"
"bengbash-NON_RAISER","bengbash-NON_RAISER-RAISED-B","0","1","","0.0492786845916163","","1"
"bengbash-NON_RAISER","bengbash-NON_RAISER-UNRAISED-F","0","1","1","0.950721315408384","",""
"bengbash-NON_RAISER","bengbash-NON_RAISER-UNRAISED-B","1","","","0.0492786845916163","",""
"benze-RAISER","benze-RAISER-RAISED-F","1","","","0.271625177989702","","1"
"benze-RAISER","benze-RAISER-RAISED-B","0","1","1","0.728374822010298","","1"
"benze-RAISER","benze-RAISER-UNRAISED-F","0","","","0.271625177989702","1",""
"benze-RAISER","benze-RAISER-UNRAISED-B","0","1","1","0.728374822010298","1",""
"berbat-NON_RAISER","berbat-NON_RAISER-RAISED-F","0","","1","0.965631309077352","","1"
"berbat-NON_RAISER","berbat-NON_RAISER-RAISED-B","0","1","","0.0343686909226485","","1"
"berbat-NON_RAISER","berbat-NON_RAISER-UNRAISED-F","0","1","1","0.965631309077352","",""
"berbat-NON_RAISER","berbat-NON_RAISER-UNRAISED-B","1","","","0.0343686909226485","",""
"berdash-NON_RAISER","berdash-NON_RAISER-RAISED-F","0","","1","0.997691918953531","","1"
"berdash-NON_RAISER","berdash-NON_RAISER-RAISED-B","0","1","","0.00230808104646874","","1"
"berdash-NON_RAISER","berdash-NON_RAISER-UNRAISED-F","0","1","1","0.997691918953531","",""
"berdash-NON_RAISER","berdash-NON_RAISER-UNRAISED-B","273","","","0.00230808104646874","",""
"berdem-NON_RAISER","berdem-NON_RAISER-RAISED-F","0","","","0.0234219203485973","","1"
"berdem-NON_RAISER","berdem-NON_RAISER-RAISED-B","0","1","1","0.976578079651403","","1"
"berdem-NON_RAISER","berdem-NON_RAISER-UNRAISED-F","1","","","0.0234219203485973","",""
"berdem-NON_RAISER","berdem-NON_RAISER-UNRAISED-B","0","1","1","0.976578079651403","",""
"berqarar-NON_RAISER","berqarar-NON_RAISER-RAISED-F","0","1","1","0.98776252969946","","1"
"berqarar-NON_RAISER","berqarar-NON_RAISER-RAISED-B","0","","","0.0122374703005402","","1"
"berqarar-NON_RAISER","berqarar-NON_RAISER-UNRAISED-F","0","1","1","0.98776252969946","",""
"berqarar-NON_RAISER","berqarar-NON_RAISER-UNRAISED-B","3","","","0.0122374703005402","",""
"besheylen-NON_RAISER","besheylen-NON_RAISER-RAISED-F","0","","","0.0166729736351524","","1"
"besheylen-NON_RAISER","besheylen-NON_RAISER-RAISED-B","0","1","1","0.983327026364848","","1"
"besheylen-NON_RAISER","besheylen-NON_RAISER-UNRAISED-F","1","","","0.0166729736351524","",""
"besheylen-NON_RAISER","besheylen-NON_RAISER-UNRAISED-B","0","1","1","0.983327026364848","",""
"beshshar-NON_RAISER","beshshar-NON_RAISER-RAISED-F","0","","1","0.993037833093435","","1"
"beshshar-NON_RAISER","beshshar-NON_RAISER-RAISED-B","0","1","","0.00696216690656493","","1"
"beshshar-NON_RAISER","beshshar-NON_RAISER-UNRAISED-F","0","1","1","0.993037833093435","",""
"beshshar-NON_RAISER","beshshar-NON_RAISER-UNRAISED-B","1","","","0.00696216690656493","",""
"beslesh-NON_RAISER","beslesh-NON_RAISER-RAISED-F","0","","","0.107125981786678","","1"
"beslesh-NON_RAISER","beslesh-NON_RAISER-RAISED-B","0","1","1","0.892874018213322","","1"
"beslesh-NON_RAISER","beslesh-NON_RAISER-UNRAISED-F","4","","","0.107125981786678","",""
"beslesh-NON_RAISER","beslesh-NON_RAISER-UNRAISED-B","0","1","1","0.892874018213322","",""
"beslesh-RAISER","beslesh-RAISER-RAISED-F","9","","","0.107125981786678","","1"
"beslesh-RAISER","beslesh-RAISER-RAISED-B","0","1","1","0.892874018213322","","1"
"beslesh-RAISER","beslesh-RAISER-UNRAISED-F","0","","","0.107125981786678","1",""
"beslesh-RAISER","beslesh-RAISER-UNRAISED-B","0","1","1","0.892874018213322","1",""
"betnam-NON_RAISER","betnam-NON_RAISER-RAISED-F","0","","1","0.994928558080985","","1"
"betnam-NON_RAISER","betnam-NON_RAISER-RAISED-B","0","1","","0.00507144191901454","","1"
"betnam-NON_RAISER","betnam-NON_RAISER-UNRAISED-F","0","1","1","0.994928558080985","",""
"betnam-NON_RAISER","betnam-NON_RAISER-UNRAISED-B","34","","","0.00507144191901454","",""
"better-NON_RAISER","better-NON_RAISER-RAISED-F","0","","","0.0330799566440028","","1"
"better-NON_RAISER","better-NON_RAISER-RAISED-B","0","1","1","0.966920043355997","","1"
"better-NON_RAISER","better-NON_RAISER-UNRAISED-F","4","","","0.0330799566440028","",""
"better-NON_RAISER","better-NON_RAISER-UNRAISED-B","0","1","1","0.966920043355997","",""
"betxej-NON_RAISER","betxej-NON_RAISER-RAISED-F","0","","","0.0547020617554682","","1"
"betxej-NON_RAISER","betxej-NON_RAISER-RAISED-B","0","1","1","0.945297938244532","","1"
"betxej-NON_RAISER","betxej-NON_RAISER-UNRAISED-F","2","","","0.0547020617554682","",""
"betxej-NON_RAISER","betxej-NON_RAISER-UNRAISED-B","0","1","1","0.945297938244532","",""
"bextiyar-NON_RAISER","bextiyar-NON_RAISER-RAISED-F","0","","1","0.991034684190058","","1"
"bextiyar-NON_RAISER","bextiyar-NON_RAISER-RAISED-B","0","1","","0.00896531580994209","","1"
"bextiyar-NON_RAISER","bextiyar-NON_RAISER-UNRAISED-F","0","1","1","0.991034684190058","",""
"bextiyar-NON_RAISER","bextiyar-NON_RAISER-UNRAISED-B","24","","","0.00896531580994209","",""
"bey'et-NON_RAISER","bey'et-NON_RAISER-RAISED-F","0","","","0.00763505032876814","","1"
"bey'et-NON_RAISER","bey'et-NON_RAISER-RAISED-B","0","1","1","0.992364949671232","","1"
"bey'et-NON_RAISER","bey'et-NON_RAISER-UNRAISED-F","1","","","0.00763505032876814","",""
"bey'et-NON_RAISER","bey'et-NON_RAISER-UNRAISED-B","0","1","1","0.992364949671232","",""
"beyazit-NON_RAISER","beyazit-NON_RAISER-RAISED-F","0","","1","0.994017363187722","","1"
"beyazit-NON_RAISER","beyazit-NON_RAISER-RAISED-B","0","1","","0.00598263681227829","","1"
"beyazit-NON_RAISER","beyazit-NON_RAISER-UNRAISED-F","0","1","1","0.994017363187722","",""
"beyazit-NON_RAISER","beyazit-NON_RAISER-UNRAISED-B","2","","","0.00598263681227829","",""
"beydu-NON_RAISER","beydu-NON_RAISER-RAISED-F","0","","1","0.99575263333169","","1"
"beydu-NON_RAISER","beydu-NON_RAISER-RAISED-B","0","1","","0.00424736666831005","","1"
"beydu-NON_RAISER","beydu-NON_RAISER-UNRAISED-F","0","1","1","0.99575263333169","",""
"beydu-NON_RAISER","beydu-NON_RAISER-UNRAISED-B","2","","","0.00424736666831005","",""
"beynelmilel-NON_RAISER","beynelmilel-NON_RAISER-RAISED-F","0","","","0.0116587488338816","","1"
"beynelmilel-NON_RAISER","beynelmilel-NON_RAISER-RAISED-B","0","1","1","0.988341251166118","","1"
"beynelmilel-NON_RAISER","beynelmilel-NON_RAISER-UNRAISED-F","7","","","0.0116587488338816","",""
"beynelmilel-NON_RAISER","beynelmilel-NON_RAISER-UNRAISED-B","0","1","1","0.988341251166118","",""
"beytulmal-NON_RAISER","beytulmal-NON_RAISER-RAISED-F","0","1","1","0.976143265864015","","1"
"beytulmal-NON_RAISER","beytulmal-NON_RAISER-RAISED-B","0","","","0.023856734135985","","1"
"beytulmal-NON_RAISER","beytulmal-NON_RAISER-UNRAISED-F","0","1","1","0.976143265864015","",""
"beytulmal-NON_RAISER","beytulmal-NON_RAISER-UNRAISED-B","2","","","0.023856734135985","",""
"bi'aram-NON_RAISER","bi'aram-NON_RAISER-RAISED-F","0","1","1","0.993386235254837","","1"
"bi'aram-NON_RAISER","bi'aram-NON_RAISER-RAISED-B","0","","","0.00661376474516273","","1"
"bi'aram-NON_RAISER","bi'aram-NON_RAISER-UNRAISED-F","0","1","1","0.993386235254837","",""
"bi'aram-NON_RAISER","bi'aram-NON_RAISER-UNRAISED-B","43","","","0.00661376474516273","",""
"bigherez-NON_RAISER","bigherez-NON_RAISER-RAISED-F","0","","","0.0547020617554682","","1"
"bigherez-NON_RAISER","bigherez-NON_RAISER-RAISED-B","0","1","1","0.945297938244532","","1"
"bigherez-NON_RAISER","bigherez-NON_RAISER-UNRAISED-F","2","","","0.0547020617554682","",""
"bigherez-NON_RAISER","bigherez-NON_RAISER-UNRAISED-B","0","1","1","0.945297938244532","",""
"bihajet-NON_RAISER","bihajet-NON_RAISER-RAISED-F","0","1","","0.0792920032649274","","1"
"bihajet-NON_RAISER","bihajet-NON_RAISER-RAISED-B","0","","1","0.920707996735073","","1"
"bihajet-NON_RAISER","bihajet-NON_RAISER-UNRAISED-F","1","","","0.0792920032649274","",""
"bihajet-NON_RAISER","bihajet-NON_RAISER-UNRAISED-B","0","1","1","0.920707996735073","",""
"bihude-RAISER","bihude-RAISER-RAISED-F","3","1","","0.291906630936545","","1"
"bihude-RAISER","bihude-RAISER-RAISED-B","1","","1","0.708093369063455","","1"
"bihude-RAISER","bihude-RAISER-UNRAISED-F","0","","","0.291906630936545","1",""
"bihude-RAISER","bihude-RAISER-UNRAISED-B","0","1","1","0.708093369063455","1",""
"bildürüsh-NON_RAISER","bildürüsh-NON_RAISER-RAISED-F","0","","","0.0298933805570914","","1"
"bildürüsh-NON_RAISER","bildürüsh-NON_RAISER-RAISED-B","0","1","1","0.970106619442909","","1"
"bildürüsh-NON_RAISER","bildürüsh-NON_RAISER-UNRAISED-F","6","","","0.0298933805570914","",""
"bildürüsh-NON_RAISER","bildürüsh-NON_RAISER-UNRAISED-B","0","1","1","0.970106619442909","",""
"bilermen-NON_RAISER","bilermen-NON_RAISER-RAISED-F","0","","","0.0193927077498173","","1"
"bilermen-NON_RAISER","bilermen-NON_RAISER-RAISED-B","0","1","1","0.980607292250183","","1"
"bilermen-NON_RAISER","bilermen-NON_RAISER-UNRAISED-F","9","","","0.0193927077498173","",""
"bilermen-NON_RAISER","bilermen-NON_RAISER-UNRAISED-B","0","1","1","0.980607292250183","",""
"bimene-RAISER","bimene-RAISER-RAISED-F","78","","","0.0950100523709513","","1"
"bimene-RAISER","bimene-RAISER-RAISED-B","0","1","1","0.904989947629049","","1"
"bimene-RAISER","bimene-RAISER-UNRAISED-F","0","","","0.0950100523709513","1",""
"bimene-RAISER","bimene-RAISER-UNRAISED-B","0","1","1","0.904989947629049","1",""
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-RAISED-F","0","1","","0.00369994391603947","","1"
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-RAISED-B","0","","1","0.996300056083961","","1"
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-UNRAISED-F","45","","","0.00369994391603947","",""
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-UNRAISED-B","0","1","1","0.996300056083961","",""
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-RAISED-F","0","1","","0.00369994391603947","","1"
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-RAISED-B","0","","1","0.996300056083961","","1"
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-UNRAISED-F","23","","","0.00369994391603947","",""
"bingtuen-NON_RAISER","bingtuen-NON_RAISER-UNRAISED-B","0","1","1","0.996300056083961","",""
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-RAISED-F","0","","","0.00655968691592501","","1"
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-RAISED-B","0","1","1","0.993440313084075","","1"
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-UNRAISED-F","10","","","0.00655968691592501","",""
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-UNRAISED-B","0","1","1","0.993440313084075","",""
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-RAISED-F","0","","","0.00655968691592501","","1"
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-RAISED-B","0","1","1","0.993440313084075","","1"
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-UNRAISED-F","2","","","0.00655968691592501","",""
"bingtüen-NON_RAISER","bingtüen-NON_RAISER-UNRAISED-B","0","1","1","0.993440313084075","",""
"binormal-NON_RAISER","binormal-NON_RAISER-RAISED-F","0","1","1","0.992842851036946","","1"
"binormal-NON_RAISER","binormal-NON_RAISER-RAISED-B","0","","","0.00715714896305419","","1"
"binormal-NON_RAISER","binormal-NON_RAISER-UNRAISED-F","0","1","1","0.992842851036946","",""
"binormal-NON_RAISER","binormal-NON_RAISER-UNRAISED-B","36","","","0.00715714896305419","",""
"biqarar-NON_RAISER","biqarar-NON_RAISER-RAISED-F","0","1","1","0.976143265864015","","1"
"biqarar-NON_RAISER","biqarar-NON_RAISER-RAISED-B","0","","","0.023856734135985","","1"
"biqarar-NON_RAISER","biqarar-NON_RAISER-UNRAISED-F","0","1","1","0.976143265864015","",""
"biqarar-NON_RAISER","biqarar-NON_RAISER-UNRAISED-B","3","","","0.023856734135985","",""
"bireylen-NON_RAISER","bireylen-NON_RAISER-RAISED-F","0","","","0.00292976497674652","","1"
"bireylen-NON_RAISER","bireylen-NON_RAISER-RAISED-B","0","1","1","0.997070235023253","","1"
"bireylen-NON_RAISER","bireylen-NON_RAISER-UNRAISED-F","10","","","0.00292976497674652","",""
"bireylen-NON_RAISER","bireylen-NON_RAISER-UNRAISED-B","0","1","1","0.997070235023253","",""
"birleshme-RAISER","birleshme-RAISER-RAISED-F","149","","","0.025383196791687","","1"
"birleshme-RAISER","birleshme-RAISER-RAISED-B","0","1","1","0.974616803208313","","1"
"birleshme-RAISER","birleshme-RAISER-UNRAISED-F","0","","","0.025383196791687","1",""
"birleshme-RAISER","birleshme-RAISER-UNRAISED-B","0","1","1","0.974616803208313","1",""
"birleshtür-NON_RAISER","birleshtür-NON_RAISER-RAISED-F","0","","","0.00497312611001692","","1"
"birleshtür-NON_RAISER","birleshtür-NON_RAISER-RAISED-B","0","1","1","0.995026873889983","","1"
"birleshtür-NON_RAISER","birleshtür-NON_RAISER-UNRAISED-F","69","","","0.00497312611001692","",""
"birleshtür-NON_RAISER","birleshtür-NON_RAISER-UNRAISED-B","1","1","1","0.995026873889983","",""
"birnechche-RAISER","birnechche-RAISER-RAISED-F","11","","","0.476755673412115","","1"
"birnechche-RAISER","birnechche-RAISER-RAISED-B","0","1","1","0.523244326587885","","1"
"birnechche-RAISER","birnechche-RAISER-UNRAISED-F","0","","","0.476755673412115","1",""
"birnechche-RAISER","birnechche-RAISER-UNRAISED-B","0","1","1","0.523244326587885","1",""
"birqanche-RAISER","birqanche-RAISER-RAISED-F","5","1","","0.117970744934936","","1"
"birqanche-RAISER","birqanche-RAISER-RAISED-B","1","","1","0.882029255065064","","1"
"birqanche-RAISER","birqanche-RAISER-UNRAISED-F","0","","","0.117970744934936","1",""
"birqanche-RAISER","birqanche-RAISER-UNRAISED-B","0","1","1","0.882029255065064","1",""
"biseremjan-NON_RAISER","biseremjan-NON_RAISER-RAISED-F","0","","1","0.983495006273461","","1"
"biseremjan-NON_RAISER","biseremjan-NON_RAISER-RAISED-B","0","1","","0.016504993726539","","1"
"biseremjan-NON_RAISER","biseremjan-NON_RAISER-UNRAISED-F","0","1","1","0.983495006273461","",""
"biseremjan-NON_RAISER","biseremjan-NON_RAISER-UNRAISED-B","7","","","0.016504993726539","",""
"bisharet-NON_RAISER","bisharet-NON_RAISER-RAISED-F","0","1","","0.00822229730178423","","1"
"bisharet-NON_RAISER","bisharet-NON_RAISER-RAISED-B","0","","1","0.991777702698216","","1"
"bisharet-NON_RAISER","bisharet-NON_RAISER-UNRAISED-F","21","","","0.00822229730178423","",""
"bisharet-NON_RAISER","bisharet-NON_RAISER-UNRAISED-B","0","1","1","0.991777702698216","",""
"bisharet-RAISER","bisharet-RAISER-RAISED-F","3","1","","0.00822229730178423","","1"
"bisharet-RAISER","bisharet-RAISER-RAISED-B","0","","1","0.991777702698216","","1"
"bisharet-RAISER","bisharet-RAISER-UNRAISED-F","0","","","0.00822229730178423","1",""
