"Input","Output","Frequency","VAgreeSurface","HarmonicUniformity","*Unraised","ID"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-F","0","1","0.998486819951407","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-RAISED-B","0","","0.00151318004859269","","1"
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-F","0","1","0.998486819951407","",""
"abroy-NON_RAISER","abroy-NON_RAISER-UNRAISED-B","119","","0.00151318004859269","",""
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-F","0","1","0.99720602522032","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-RAISED-B","0","","0.00279397477968002","","1"
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-F","0","1","0.99720602522032","",""
"abruy-NON_RAISER","abruy-NON_RAISER-UNRAISED-B","51","","0.00279397477968002","",""
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-F","0","1","0.994532535968872","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-RAISED-B","0","","0.00546746403112786","","1"
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-F","0","1","0.994532535968872","",""
"abzas-NON_RAISER","abzas-NON_RAISER-UNRAISED-B","13","","0.00546746403112786","",""
"abzas-RAISER","abzas-RAISER-RAISED-F","0","1","0.994532535968872","","1"
"abzas-RAISER","abzas-RAISER-RAISED-B","1","","0.00546746403112786","","1"
"abzas-RAISER","abzas-RAISER-UNRAISED-F","0","1","0.994532535968872","1",""
"abzas-RAISER","abzas-RAISER-UNRAISED-B","0","","0.00546746403112786","1",""
"acha-NON_RAISER","acha-NON_RAISER-RAISED-F","0","1","0.994959718827219","","1"
"acha-NON_RAISER","acha-NON_RAISER-RAISED-B","0","","0.0050402811727811","","1"
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-F","0","1","0.994959718827219","",""
"acha-NON_RAISER","acha-NON_RAISER-UNRAISED-B","3","","0.0050402811727811","",""
"acha-RAISER","acha-RAISER-RAISED-F","0","1","0.994959718827219","","1"
"acha-RAISER","acha-RAISER-RAISED-B","5","","0.0050402811727811","","1"
"acha-RAISER","acha-RAISER-UNRAISED-F","0","1","0.994959718827219","1",""
"acha-RAISER","acha-RAISER-UNRAISED-B","0","","0.0050402811727811","1",""
"achal-NON_RAISER","achal-NON_RAISER-RAISED-F","0","1","0.991855865246679","","1"
"achal-NON_RAISER","achal-NON_RAISER-RAISED-B","0","","0.00814413475332054","","1"
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-F","0","1","0.991855865246679","",""
"achal-NON_RAISER","achal-NON_RAISER-UNRAISED-B","7","","0.00814413475332054","",""
"achal-RAISER","achal-RAISER-RAISED-F","0","1","0.991855865246679","","1"
"achal-RAISER","achal-RAISER-RAISED-B","3","","0.00814413475332054","","1"
"achal-RAISER","achal-RAISER-UNRAISED-F","0","1","0.991855865246679","1",""
"achal-RAISER","achal-RAISER-UNRAISED-B","0","","0.00814413475332054","1",""
"achquche-RAISER","achquche-RAISER-RAISED-F","2","1","0.270939532193734","","1"
"achquche-RAISER","achquche-RAISER-RAISED-B","21","","0.729060467806266","","1"
"achquche-RAISER","achquche-RAISER-UNRAISED-F","0","","0.270939532193734","1",""
"achquche-RAISER","achquche-RAISER-UNRAISED-B","0","1","0.729060467806266","1",""
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-F","0","1","0.00140880290811976","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-RAISED-B","0","","0.99859119709188","","1"
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-F","306","","0.00140880290811976","",""
"adalet-NON_RAISER","adalet-NON_RAISER-UNRAISED-B","0","1","0.99859119709188","",""
"adalet-RAISER","adalet-RAISER-RAISED-F","15","1","0.00140880290811976","","1"
"adalet-RAISER","adalet-RAISER-RAISED-B","0","","0.99859119709188","","1"
"adalet-RAISER","adalet-RAISER-UNRAISED-F","0","","0.00140880290811976","1",""
"adalet-RAISER","adalet-RAISER-UNRAISED-B","0","1","0.99859119709188","1",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-F","0","","0.00891084352330056","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-RAISED-B","0","1","0.991089156476699","","1"
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-F","7","","0.00891084352330056","",""
"adaletperwer-NON_RAISER","adaletperwer-NON_RAISER-UNRAISED-B","0","1","0.991089156476699","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-F","0","1","0.00413232440821149","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-RAISED-B","0","","0.995867675591788","","1"
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-F","198","","0.00413232440821149","",""
"adaletsiz-NON_RAISER","adaletsiz-NON_RAISER-UNRAISED-B","0","1","0.995867675591788","",""
"adash-NON_RAISER","adash-NON_RAISER-RAISED-F","0","1","0.977252463173326","","1"
"adash-NON_RAISER","adash-NON_RAISER-RAISED-B","0","","0.0227475368266739","","1"
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-F","0","1","0.977252463173326","",""
"adash-NON_RAISER","adash-NON_RAISER-UNRAISED-B","4","","0.0227475368266739","",""
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-F","0","1","0.00772654800708727","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-RAISED-B","0","","0.992273451992913","","1"
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-F","20","","0.00772654800708727","",""
"adawet-NON_RAISER","adawet-NON_RAISER-UNRAISED-B","0","1","0.992273451992913","",""
"adawet-RAISER","adawet-RAISER-RAISED-F","1","1","0.00772654800708727","","1"
"adawet-RAISER","adawet-RAISER-RAISED-B","0","","0.992273451992913","","1"
"adawet-RAISER","adawet-RAISER-UNRAISED-F","0","","0.00772654800708727","1",""
"adawet-RAISER","adawet-RAISER-UNRAISED-B","0","1","0.992273451992913","1",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-F","0","1","0.962042114972332","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-RAISED-B","0","","0.0379578850276682","","1"
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-F","0","1","0.962042114972332","",""
"addiylash-NON_RAISER","addiylash-NON_RAISER-UNRAISED-B","1","","0.0379578850276682","",""
"addiylash-RAISER","addiylash-RAISER-RAISED-F","0","1","0.962042114972332","","1"
"addiylash-RAISER","addiylash-RAISER-RAISED-B","1","","0.0379578850276682","","1"
"addiylash-RAISER","addiylash-RAISER-UNRAISED-F","0","1","0.962042114972332","1",""
"addiylash-RAISER","addiylash-RAISER-UNRAISED-B","0","","0.0379578850276682","1",""
"adem-NON_RAISER","adem-NON_RAISER-RAISED-F","0","1","0.000659990082213296","","1"
"adem-NON_RAISER","adem-NON_RAISER-RAISED-B","0","","0.999340009917787","","1"
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-F","4975","","0.000659990082213296","",""
"adem-NON_RAISER","adem-NON_RAISER-UNRAISED-B","7","1","0.999340009917787","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-F","0","1","0.0198604684062203","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-RAISED-B","0","","0.98013953159378","","1"
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-F","7","","0.0198604684062203","",""
"ademiy-NON_RAISER","ademiy-NON_RAISER-UNRAISED-B","0","1","0.98013953159378","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-F","0","","0.030372201661518","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-RAISED-B","0","1","0.969627798338482","","1"
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-F","6","","0.030372201661518","",""
"ademleshtür-NON_RAISER","ademleshtür-NON_RAISER-UNRAISED-B","0","1","0.969627798338482","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-F","0","","0.96699985495965","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-RAISED-B","0","1","0.0330001450403499","","1"
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-F","0","1","0.96699985495965","",""
"ademxor-NON_RAISER","ademxor-NON_RAISER-UNRAISED-B","1","","0.0330001450403499","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-F","0","","0.994852945350623","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-RAISED-B","0","1","0.00514705464937737","","1"
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-F","0","1","0.994852945350623","",""
"ademzat-NON_RAISER","ademzat-NON_RAISER-UNRAISED-B","12","","0.00514705464937737","",""
"adet-NON_RAISER","adet-NON_RAISER-RAISED-F","0","1","0.00192292913203106","","1"
"adet-NON_RAISER","adet-NON_RAISER-RAISED-B","0","","0.998077070867969","","1"
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-F","1757","","0.00192292913203106","",""
"adet-NON_RAISER","adet-NON_RAISER-UNRAISED-B","4","1","0.998077070867969","",""
"adet-RAISER","adet-RAISER-RAISED-F","110","1","0.00192292913203106","","1"
"adet-RAISER","adet-RAISER-RAISED-B","1","","0.998077070867969","","1"
"adet-RAISER","adet-RAISER-UNRAISED-F","0","","0.00192292913203106","1",""
"adet-RAISER","adet-RAISER-UNRAISED-B","0","1","0.998077070867969","1",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-F","0","1","0.997827853377626","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-RAISED-B","0","","0.00217214662237442","","1"
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-F","0","1","0.997827853377626","",""
"adiljan-NON_RAISER","adiljan-NON_RAISER-UNRAISED-B","2","","0.00217214662237442","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-F","0","1","0.99902275547986","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-RAISED-B","0","","0.000977244520139919","","1"
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-F","0","1","0.99902275547986","",""
"afghanistan-NON_RAISER","afghanistan-NON_RAISER-UNRAISED-B","386","","0.000977244520139919","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-F","0","1","0.987617819294053","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-RAISED-B","0","","0.012382180705947","","1"
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-F","0","1","0.987617819294053","",""
"afrasiyap-NON_RAISER","afrasiyap-NON_RAISER-UNRAISED-B","1","","0.012382180705947","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-F","0","1","0.998147187962841","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-RAISED-B","0","","0.0018528120371587","","1"
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-F","0","1","0.998147187962841","",""
"agahlandur-NON_RAISER","agahlandur-NON_RAISER-UNRAISED-B","110","","0.0018528120371587","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-F","0","1","0.993735517447773","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-RAISED-B","0","","0.00626448255222667","","1"
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-F","0","1","0.993735517447773","",""
"agahlandurush-NON_RAISER","agahlandurush-NON_RAISER-UNRAISED-B","43","","0.00626448255222667","",""
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-F","0","1","0.9986475183226","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-RAISED-B","9","","0.0013524816774001","","1"
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-F","0","1","0.9986475183226","1",""
"aghriqxana-RAISER","aghriqxana-RAISER-UNRAISED-B","416","","0.0013524816774001","1",""
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-F","0","1","0.996860702228259","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-RAISED-B","0","","0.00313929777174082","","1"
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-F","0","1","0.996860702228259","",""
"agronom-NON_RAISER","agronom-NON_RAISER-UNRAISED-B","13","","0.00313929777174082","",""
"aha-RAISER","aha-RAISER-RAISED-F","1","1","0.96128160273065","","1"
"aha-RAISER","aha-RAISER-RAISED-B","0","","0.0387183972693499","","1"
"aha-RAISER","aha-RAISER-UNRAISED-F","0","1","0.96128160273065","1",""
"aha-RAISER","aha-RAISER-UNRAISED-B","0","","0.0387183972693499","1",""
"ahale-RAISER","ahale-RAISER-RAISED-F","1799","1","0.0123512035693533","","1"
"ahale-RAISER","ahale-RAISER-RAISED-B","485","","0.987648796430647","","1"
"ahale-RAISER","ahale-RAISER-UNRAISED-F","0","","0.0123512035693533","1",""
"ahale-RAISER","ahale-RAISER-UNRAISED-B","0","1","0.987648796430647","1",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-F","0","1","0.00953372195627997","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-RAISED-B","0","","0.99046627804372","","1"
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-F","8","","0.00953372195627997","",""
"ahanet-NON_RAISER","ahanet-NON_RAISER-UNRAISED-B","0","1","0.99046627804372","",""
"ahanet-RAISER","ahanet-RAISER-RAISED-F","3","1","0.00953372195627997","","1"
"ahanet-RAISER","ahanet-RAISER-RAISED-B","0","","0.99046627804372","","1"
"ahanet-RAISER","ahanet-RAISER-UNRAISED-F","0","","0.00953372195627997","1",""
"ahanet-RAISER","ahanet-RAISER-UNRAISED-B","0","1","0.99046627804372","1",""
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-F","0","1","0.990626764130378","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-RAISED-B","0","","0.00937323586962158","","1"
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-F","0","1","0.990626764130378","",""
"ahang-NON_RAISER","ahang-NON_RAISER-UNRAISED-B","17","","0.00937323586962158","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-F","0","1","0.976988858679211","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-RAISED-B","0","","0.0230111413207886","","1"
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-F","0","1","0.976988858679211","",""
"ahangdar-NON_RAISER","ahangdar-NON_RAISER-UNRAISED-B","3","","0.0230111413207886","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-F","0","1","0.987617819294053","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-RAISED-B","0","","0.012382180705947","","1"
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-F","0","1","0.987617819294053","",""
"ajayibat-NON_RAISER","ajayibat-NON_RAISER-UNRAISED-B","8","","0.012382180705947","",""
"ajizla-RAISER","ajizla-RAISER-RAISED-F","0","1","0.970640974619269","","1"
"ajizla-RAISER","ajizla-RAISER-RAISED-B","7","","0.0293590253807305","","1"
"ajizla-RAISER","ajizla-RAISER-UNRAISED-F","0","1","0.970640974619269","1",""
"ajizla-RAISER","ajizla-RAISER-UNRAISED-B","0","","0.0293590253807305","1",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-F","0","1","0.989836287148717","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-RAISED-B","0","","0.0101637128512831","","1"
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-F","0","1","0.989836287148717","",""
"ajizlash-NON_RAISER","ajizlash-NON_RAISER-UNRAISED-B","7","","0.0101637128512831","",""
"ajizlash-RAISER","ajizlash-RAISER-RAISED-F","0","1","0.989836287148717","","1"
"ajizlash-RAISER","ajizlash-RAISER-RAISED-B","23","","0.0101637128512831","","1"
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-F","0","1","0.989836287148717","1",""
"ajizlash-RAISER","ajizlash-RAISER-UNRAISED-B","0","","0.0101637128512831","1",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-F","0","1","0.986016013502473","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-RAISED-B","0","","0.0139839864975274","","1"
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-F","0","1","0.986016013502473","",""
"ajizlat-NON_RAISER","ajizlat-NON_RAISER-UNRAISED-B","5","","0.0139839864975274","",""
"ajizlat-RAISER","ajizlat-RAISER-RAISED-F","0","1","0.986016013502473","","1"
"ajizlat-RAISER","ajizlat-RAISER-RAISED-B","25","","0.0139839864975274","","1"
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-F","0","1","0.986016013502473","1",""
"ajizlat-RAISER","ajizlat-RAISER-UNRAISED-B","0","","0.0139839864975274","1",""
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-F","0","1","0.996072703676152","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-RAISED-B","0","","0.00392729632384781","","1"
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-F","0","1","0.996072703676152","",""
"ajral-NON_RAISER","ajral-NON_RAISER-UNRAISED-B","108","","0.00392729632384781","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-F","0","1","0.979733001005616","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-RAISED-B","0","","0.0202669989943839","","1"
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-F","0","1","0.979733001005616","",""
"ajrash-NON_RAISER","ajrash-NON_RAISER-UNRAISED-B","1","","0.0202669989943839","",""
"ajrash-RAISER","ajrash-RAISER-RAISED-F","0","1","0.979733001005616","","1"
"ajrash-RAISER","ajrash-RAISER-RAISED-B","11","","0.0202669989943839","","1"
"ajrash-RAISER","ajrash-RAISER-UNRAISED-F","0","1","0.979733001005616","1",""
"ajrash-RAISER","ajrash-RAISER-UNRAISED-B","0","","0.0202669989943839","1",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-F","0","1","0.993355389205699","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-RAISED-B","0","","0.00664461079430123","","1"
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-F","0","1","0.993355389205699","",""
"ajrat-NON_RAISER","ajrat-NON_RAISER-UNRAISED-B","37","","0.00664461079430123","",""
"ajrat-RAISER","ajrat-RAISER-RAISED-F","0","1","0.993355389205699","","1"
"ajrat-RAISER","ajrat-RAISER-RAISED-B","23","","0.00664461079430123","","1"
"ajrat-RAISER","ajrat-RAISER-UNRAISED-F","0","1","0.993355389205699","1",""
"ajrat-RAISER","ajrat-RAISER-UNRAISED-B","0","","0.00664461079430123","1",""
"akadémiye-RAISER","akadémiye-RAISER-RAISED-F","95","1","0.00519660528019668","","1"
"akadémiye-RAISER","akadémiye-RAISER-RAISED-B","0","","0.994803394719803","","1"
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-F","144","","0.00519660528019668","1",""
"akadémiye-RAISER","akadémiye-RAISER-UNRAISED-B","0","1","0.994803394719803","1",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-F","0","1","0.98957560468015","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-RAISED-B","0","","0.0104243953198504","","1"
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-F","0","1","0.98957560468015","",""
"akkumulyator-NON_RAISER","akkumulyator-NON_RAISER-UNRAISED-B","4","","0.0104243953198504","",""
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-F","0","1","0.949963956145378","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-RAISED-B","3","","0.0500360438546217","","1"
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-F","0","1","0.949963956145378","1",""
"aksi'oma-RAISER","aksi'oma-RAISER-UNRAISED-B","0","","0.0500360438546217","1",""
"aksioma-RAISER","aksioma-RAISER-RAISED-F","0","1","0.972681939373598","","1"
"aksioma-RAISER","aksioma-RAISER-RAISED-B","1","","0.0273180606264021","","1"
"aksioma-RAISER","aksioma-RAISER-UNRAISED-F","0","1","0.972681939373598","1",""
"aksioma-RAISER","aksioma-RAISER-UNRAISED-B","0","","0.0273180606264021","1",""
"akula-RAISER","akula-RAISER-RAISED-F","0","1","0.972681939373598","","1"
"akula-RAISER","akula-RAISER-RAISED-B","1","","0.0273180606264021","","1"
"akula-RAISER","akula-RAISER-UNRAISED-F","0","1","0.972681939373598","1",""
