"Input","Output","Frequency","VAgreeSurface","HarmonicUniformity","*Unraised","ID"
"düshmenlesh-NON_RAISER","düshmenlesh-NON_RAISER-UNRAISED-F","4","","0.000137955839483328","",""
"düshmenlesh-NON_RAISER","düshmenlesh-NON_RAISER-UNRAISED-B","0","1","0.999862044160517","",""
"düshmenlesh-RAISER","düshmenlesh-RAISER-RAISED-F","8","","0.000137955839483328","","1"
"düshmenlesh-RAISER","düshmenlesh-RAISER-RAISED-B","0","1","0.999862044160517","","1"
"düshmenlesh-RAISER","düshmenlesh-RAISER-UNRAISED-F","0","","0.000137955839483328","1",""
"düshmenlesh-RAISER","düshmenlesh-RAISER-UNRAISED-B","0","1","0.999862044160517","1",""
"ebed-NON_RAISER","ebed-NON_RAISER-RAISED-F","0","","0.000142139153360002","","1"
"ebed-NON_RAISER","ebed-NON_RAISER-RAISED-B","0","1","0.99985786084664","","1"
"ebed-NON_RAISER","ebed-NON_RAISER-UNRAISED-F","1","","0.000142139153360002","",""
"ebed-NON_RAISER","ebed-NON_RAISER-UNRAISED-B","0","1","0.99985786084664","",""
"ebediy-NON_RAISER","ebediy-NON_RAISER-RAISED-F","0","","7.00777942405466e-05","","1"
"ebediy-NON_RAISER","ebediy-NON_RAISER-RAISED-B","0","1","0.999929922205759","","1"
"ebediy-NON_RAISER","ebediy-NON_RAISER-UNRAISED-F","34","","7.00777942405466e-05","",""
"ebediy-NON_RAISER","ebediy-NON_RAISER-UNRAISED-B","0","1","0.999929922205759","",""
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-RAISED-F","0","","0.000155547439429999","","1"
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-RAISED-B","0","1","0.99984445256057","","1"
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-UNRAISED-F","2","","0.000155547439429999","",""
"ebediyet-NON_RAISER","ebediyet-NON_RAISER-UNRAISED-B","0","1","0.99984445256057","",""
"ebediylesh-NON_RAISER","ebediylesh-NON_RAISER-RAISED-F","0","","0.000243241161611358","","1"
"ebediylesh-NON_RAISER","ebediylesh-NON_RAISER-RAISED-B","0","1","0.999756758838389","","1"
"ebediylesh-NON_RAISER","ebediylesh-NON_RAISER-UNRAISED-F","1","","0.000243241161611358","",""
"ebediylesh-NON_RAISER","ebediylesh-NON_RAISER-UNRAISED-B","0","1","0.999756758838389","",""
"ebet-NON_RAISER","ebet-NON_RAISER-RAISED-F","0","","5.86464289964423e-05","","1"
"ebet-NON_RAISER","ebet-NON_RAISER-RAISED-B","0","1","0.999941353571004","","1"
"ebet-NON_RAISER","ebet-NON_RAISER-UNRAISED-F","17","","5.86464289964423e-05","",""
"ebet-NON_RAISER","ebet-NON_RAISER-UNRAISED-B","0","1","0.999941353571004","",""
"eblex-NON_RAISER","eblex-NON_RAISER-RAISED-F","0","","7.6971928002651e-05","","1"
"eblex-NON_RAISER","eblex-NON_RAISER-RAISED-B","0","1","0.999923028071997","","1"
"eblex-NON_RAISER","eblex-NON_RAISER-UNRAISED-F","7","","7.6971928002651e-05","",""
"eblex-NON_RAISER","eblex-NON_RAISER-UNRAISED-B","0","1","0.999923028071997","",""
"ede-RAISER","ede-RAISER-RAISED-F","1","","0.000291764072892157","","1"
"ede-RAISER","ede-RAISER-RAISED-B","0","1","0.999708235927108","","1"
"ede-RAISER","ede-RAISER-UNRAISED-F","0","","0.000291764072892157","1",""
"ede-RAISER","ede-RAISER-UNRAISED-B","0","1","0.999708235927108","1",""
"edeb-NON_RAISER","edeb-NON_RAISER-RAISED-F","0","","8.55785475380483e-05","","1"
"edeb-NON_RAISER","edeb-NON_RAISER-RAISED-B","0","1","0.999914421452462","","1"
"edeb-NON_RAISER","edeb-NON_RAISER-UNRAISED-F","11","","8.55785475380483e-05","",""
"edeb-NON_RAISER","edeb-NON_RAISER-UNRAISED-B","0","1","0.999914421452462","",""
"edeb-RAISER","edeb-RAISER-RAISED-F","1","","8.55785475380483e-05","","1"
"edeb-RAISER","edeb-RAISER-RAISED-B","0","1","0.999914421452462","","1"
"edeb-RAISER","edeb-RAISER-UNRAISED-F","0","","8.55785475380483e-05","1",""
"edeb-RAISER","edeb-RAISER-UNRAISED-B","0","1","0.999914421452462","1",""
"edebiy-NON_RAISER","edebiy-NON_RAISER-RAISED-F","0","","0.000170431032311197","","1"
"edebiy-NON_RAISER","edebiy-NON_RAISER-RAISED-B","0","1","0.999829568967689","","1"
"edebiy-NON_RAISER","edebiy-NON_RAISER-UNRAISED-F","2","","0.000170431032311197","",""
"edebiy-NON_RAISER","edebiy-NON_RAISER-UNRAISED-B","0","1","0.999829568967689","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-F","0","","0.999015291929032","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-B","0","1","0.000984708070968399","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-F","0","1","0.999015291929032","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-B","145","","0.000984708070968399","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-F","0","","0.999015291929032","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-RAISED-B","0","1","0.000984708070968399","","1"
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-F","1","1","0.999015291929032","",""
"edebiyat-NON_RAISER","edebiyat-NON_RAISER-UNRAISED-B","677","","0.000984708070968399","",""
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-RAISED-F","0","","0.999966447782667","","1"
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-RAISED-B","0","1","3.35522173326996e-05","","1"
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-UNRAISED-F","0","1","0.999966447782667","",""
"edebiyatchi-NON_RAISER","edebiyatchi-NON_RAISER-UNRAISED-B","55","","3.35522173326996e-05","",""
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-RAISED-F","0","1","0.999972479980564","","1"
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-RAISED-B","0","","2.75200194355119e-05","","1"
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-UNRAISED-F","0","1","0.999972479980564","",""
"edebiyatshunas-NON_RAISER","edebiyatshunas-NON_RAISER-UNRAISED-B","38","","2.75200194355119e-05","",""
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-RAISED-F","0","","0.000142935733055329","","1"
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-RAISED-B","0","1","0.999857064266945","","1"
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-UNRAISED-F","5","","0.000142935733055329","",""
"edebsiz-NON_RAISER","edebsiz-NON_RAISER-UNRAISED-B","0","1","0.999857064266945","",""
"edep-NON_RAISER","edep-NON_RAISER-RAISED-F","0","","3.94735377862312e-05","","1"
"edep-NON_RAISER","edep-NON_RAISER-RAISED-B","0","1","0.999960526462214","","1"
"edep-NON_RAISER","edep-NON_RAISER-UNRAISED-F","74","","3.94735377862312e-05","",""
"edep-NON_RAISER","edep-NON_RAISER-UNRAISED-B","0","1","0.999960526462214","",""
"ediliye-NON_RAISER","ediliye-NON_RAISER-RAISED-F","0","","9.63493094253217e-05","","1"
"ediliye-NON_RAISER","ediliye-NON_RAISER-RAISED-B","0","1","0.999903650690575","","1"
"ediliye-NON_RAISER","ediliye-NON_RAISER-UNRAISED-F","2","","9.63493094253217e-05","",""
"ediliye-NON_RAISER","ediliye-NON_RAISER-UNRAISED-B","0","1","0.999903650690575","",""
"ediyal-NON_RAISER","ediyal-NON_RAISER-RAISED-F","0","","0.999911610446516","","1"
"ediyal-NON_RAISER","ediyal-NON_RAISER-RAISED-B","0","1","8.83895534837809e-05","","1"
"ediyal-NON_RAISER","ediyal-NON_RAISER-UNRAISED-F","0","1","0.999911610446516","",""
"ediyal-NON_RAISER","ediyal-NON_RAISER-UNRAISED-B","2","","8.83895534837809e-05","",""
"edliye-NON_RAISER","edliye-NON_RAISER-RAISED-F","0","","2.56784428176369e-05","","1"
"edliye-NON_RAISER","edliye-NON_RAISER-RAISED-B","0","1","0.999974321557182","","1"
"edliye-NON_RAISER","edliye-NON_RAISER-UNRAISED-F","13","","2.56784428176369e-05","",""
"edliye-NON_RAISER","edliye-NON_RAISER-UNRAISED-B","0","1","0.999974321557182","",""
"egeshme-RAISER","egeshme-RAISER-RAISED-F","1","","0.000450634608317768","","1"
"egeshme-RAISER","egeshme-RAISER-RAISED-B","0","1","0.999549365391682","","1"
"egeshme-RAISER","egeshme-RAISER-UNRAISED-F","0","","0.000450634608317768","1",""
"egeshme-RAISER","egeshme-RAISER-UNRAISED-B","0","1","0.999549365391682","1",""
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-RAISED-F","0","","9.54729020534506e-05","","1"
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-RAISED-B","0","1","0.999904527097947","","1"
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-UNRAISED-F","11","","9.54729020534506e-05","",""
"egeshtür-NON_RAISER","egeshtür-NON_RAISER-UNRAISED-B","0","1","0.999904527097947","",""
"ehde-RAISER","ehde-RAISER-RAISED-F","8","","8.15085890727114e-05","","1"
"ehde-RAISER","ehde-RAISER-RAISED-B","0","1","0.999918491410927","","1"
"ehde-RAISER","ehde-RAISER-UNRAISED-F","0","","8.15085890727114e-05","1",""
"ehde-RAISER","ehde-RAISER-UNRAISED-B","0","1","0.999918491410927","1",""
"ehdiname-RAISER","ehdiname-RAISER-RAISED-F","312","1","0.0901642205102604","","1"
"ehdiname-RAISER","ehdiname-RAISER-RAISED-B","31","","0.90983577948974","","1"
"ehdiname-RAISER","ehdiname-RAISER-UNRAISED-F","0","","0.0901642205102604","1",""
"ehdiname-RAISER","ehdiname-RAISER-UNRAISED-B","0","1","0.90983577948974","1",""
"ehmed-RAISER","ehmed-RAISER-RAISED-F","1","","3.81635931084636e-05","","1"
"ehmed-RAISER","ehmed-RAISER-RAISED-B","0","1","0.999961836406892","","1"
"ehmed-RAISER","ehmed-RAISER-UNRAISED-F","0","","3.81635931084636e-05","1",""
"ehmed-RAISER","ehmed-RAISER-UNRAISED-B","0","1","0.999961836406892","1",""
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-RAISED-F","0","","8.14477143149921e-06","","1"
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-RAISED-B","0","1","0.999991855228568","","1"
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-UNRAISED-F","3022","","8.14477143149921e-06","",""
"ehmiyet-NON_RAISER","ehmiyet-NON_RAISER-UNRAISED-B","0","1","0.999991855228568","",""
"ehmiyet-RAISER","ehmiyet-RAISER-RAISED-F","193","","8.14477143149921e-06","","1"
"ehmiyet-RAISER","ehmiyet-RAISER-RAISED-B","0","1","0.999991855228568","","1"
"ehmiyet-RAISER","ehmiyet-RAISER-UNRAISED-F","0","","8.14477143149921e-06","1",""
"ehmiyet-RAISER","ehmiyet-RAISER-UNRAISED-B","0","1","0.999991855228568","1",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-F","0","","0.999878088678618","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-B","0","1","0.000121911321382284","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-F","1","1","0.999878088678618","",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-B","5968","","0.000121911321382284","",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-F","0","","0.999878088678618","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-RAISED-B","0","1","0.000121911321382284","","1"
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-F","0","1","0.999878088678618","",""
"ehwal-NON_RAISER","ehwal-NON_RAISER-UNRAISED-B","990","","0.000121911321382284","",""
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-RAISED-F","0","1","0.999854387612884","","1"
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-RAISED-B","0","","0.000145612387115523","","1"
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-UNRAISED-F","0","1","0.999854387612884","",""
"ehwallash-NON_RAISER","ehwallash-NON_RAISER-UNRAISED-B","2","","0.000145612387115523","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-F","0","","0.999991012793467","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-B","0","1","8.9872065327512e-06","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-F","0","1","0.999991012793467","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-B","150","","8.9872065327512e-06","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-F","0","","0.999991012793467","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-RAISED-B","0","1","8.9872065327512e-06","","1"
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-F","0","1","0.999991012793467","",""
"ejdad-NON_RAISER","ejdad-NON_RAISER-UNRAISED-B","13","","8.9872065327512e-06","",""
"ejdat-NON_RAISER","ejdat-NON_RAISER-RAISED-F","0","","0.999993592072933","","1"
"ejdat-NON_RAISER","ejdat-NON_RAISER-RAISED-B","0","1","6.40792706707582e-06","","1"
"ejdat-NON_RAISER","ejdat-NON_RAISER-UNRAISED-F","0","1","0.999993592072933","",""
"ejdat-NON_RAISER","ejdat-NON_RAISER-UNRAISED-B","312","","6.40792706707582e-06","",""
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-RAISED-F","0","","0.000124123025852088","","1"
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-RAISED-B","0","1","0.999875876974148","","1"
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-UNRAISED-F","10","","0.000124123025852088","",""
"ejeblen-NON_RAISER","ejeblen-NON_RAISER-UNRAISED-B","0","1","0.999875876974148","",""
"ejeblen-RAISER","ejeblen-RAISER-RAISED-F","2","","0.000124123025852088","","1"
"ejeblen-RAISER","ejeblen-RAISER-RAISED-B","0","1","0.999875876974148","","1"
"ejeblen-RAISER","ejeblen-RAISER-UNRAISED-F","0","","0.000124123025852088","1",""
"ejeblen-RAISER","ejeblen-RAISER-UNRAISED-B","0","1","0.999875876974148","1",""
"ejel-NON_RAISER","ejel-NON_RAISER-RAISED-F","0","","2.82701894796443e-05","","1"
"ejel-NON_RAISER","ejel-NON_RAISER-RAISED-B","0","1","0.99997172981052","","1"
"ejel-NON_RAISER","ejel-NON_RAISER-UNRAISED-F","222","","2.82701894796443e-05","",""
"ejel-NON_RAISER","ejel-NON_RAISER-UNRAISED-B","0","1","0.99997172981052","",""
"ejel-RAISER","ejel-RAISER-RAISED-F","2","","2.82701894796443e-05","","1"
"ejel-RAISER","ejel-RAISER-RAISED-B","0","1","0.99997172981052","","1"
"ejel-RAISER","ejel-RAISER-UNRAISED-F","0","","2.82701894796443e-05","1",""
"ejel-RAISER","ejel-RAISER-UNRAISED-B","0","1","0.99997172981052","1",""
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-RAISED-F","0","","7.16585387662601e-05","","1"
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-RAISED-B","0","1","0.999928341461234","","1"
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-UNRAISED-F","20","","7.16585387662601e-05","",""
"ejnebiy-NON_RAISER","ejnebiy-NON_RAISER-UNRAISED-B","0","1","0.999928341461234","",""
"elachi-NON_RAISER","elachi-NON_RAISER-RAISED-F","0","","0.999987746044507","","1"
"elachi-NON_RAISER","elachi-NON_RAISER-RAISED-B","0","1","1.22539554929801e-05","","1"
"elachi-NON_RAISER","elachi-NON_RAISER-UNRAISED-F","0","1","0.999987746044507","",""
"elachi-NON_RAISER","elachi-NON_RAISER-UNRAISED-B","29","","1.22539554929801e-05","",""
"elchixana-RAISER","elchixana-RAISER-RAISED-F","4","1","0.992238128848929","","1"
"elchixana-RAISER","elchixana-RAISER-RAISED-B","457","","0.00776187115107119","","1"
"elchixana-RAISER","elchixana-RAISER-UNRAISED-F","0","1","0.992238128848929","1",""
"elchixana-RAISER","elchixana-RAISER-UNRAISED-B","27","","0.00776187115107119","1",""
"elchixani-NON_RAISER","elchixani-NON_RAISER-RAISED-F","0","","0.889302309600585","","1"
"elchixani-NON_RAISER","elchixani-NON_RAISER-RAISED-B","0","1","0.110697690399415","","1"
"elchixani-NON_RAISER","elchixani-NON_RAISER-UNRAISED-F","1","1","0.889302309600585","",""
"elchixani-NON_RAISER","elchixani-NON_RAISER-UNRAISED-B","6","","0.110697690399415","",""
"elem-NON_RAISER","elem-NON_RAISER-RAISED-F","0","","3.53416207982618e-05","","1"
"elem-NON_RAISER","elem-NON_RAISER-RAISED-B","0","1","0.999964658379202","","1"
"elem-NON_RAISER","elem-NON_RAISER-UNRAISED-F","83","","3.53416207982618e-05","",""
"elem-NON_RAISER","elem-NON_RAISER-UNRAISED-B","0","1","0.999964658379202","",""
"elem-RAISER","elem-RAISER-RAISED-F","3","","3.53416207982618e-05","","1"
"elem-RAISER","elem-RAISER-RAISED-B","0","1","0.999964658379202","","1"
"elem-RAISER","elem-RAISER-UNRAISED-F","0","","3.53416207982618e-05","1",""
"elem-RAISER","elem-RAISER-UNRAISED-B","0","1","0.999964658379202","1",""
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-RAISED-F","0","1","0.999986047987262","","1"
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-RAISED-B","0","","1.39520127375725e-05","","1"
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-UNRAISED-F","0","1","0.999986047987262","",""
"eleyhissalam-NON_RAISER","eleyhissalam-NON_RAISER-UNRAISED-B","68","","1.39520127375725e-05","",""
"elixan-NON_RAISER","elixan-NON_RAISER-RAISED-F","0","","0.999978673613163","","1"
"elixan-NON_RAISER","elixan-NON_RAISER-RAISED-B","0","1","2.13263868372726e-05","","1"
"elixan-NON_RAISER","elixan-NON_RAISER-UNRAISED-F","0","1","0.999978673613163","",""
"elixan-NON_RAISER","elixan-NON_RAISER-UNRAISED-B","1","","2.13263868372726e-05","",""
"ellame-RAISER","ellame-RAISER-RAISED-F","0","1","0.678898321772237","","1"
"ellame-RAISER","ellame-RAISER-RAISED-B","1","","0.321101678227763","","1"
"ellame-RAISER","ellame-RAISER-UNRAISED-F","0","","0.678898321772237","1",""
"ellame-RAISER","ellame-RAISER-UNRAISED-B","0","1","0.321101678227763","1",""
"emel-NON_RAISER","emel-NON_RAISER-RAISED-F","0","","0.000178184639243626","","1"
"emel-NON_RAISER","emel-NON_RAISER-RAISED-B","0","1","0.999821815360756","","1"
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-F","5155","","0.000178184639243626","",""
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-B","1","1","0.999821815360756","",""
"emel-NON_RAISER","emel-NON_RAISER-RAISED-F","0","","0.000178184639243626","","1"
"emel-NON_RAISER","emel-NON_RAISER-RAISED-B","0","1","0.999821815360756","","1"
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-F","5","","0.000178184639243626","",""
"emel-NON_RAISER","emel-NON_RAISER-UNRAISED-B","0","1","0.999821815360756","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-F","0","","0.999997316702245","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-B","0","1","2.68329775499065e-06","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-F","0","1","0.999997316702245","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-B","1574","","2.68329775499065e-06","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-F","0","","0.999997316702245","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-RAISED-B","0","1","2.68329775499065e-06","","1"
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-F","0","1","0.999997316702245","",""
"emeldar-NON_RAISER","emeldar-NON_RAISER-UNRAISED-B","74","","2.68329775499065e-06","",""
"emeliy-NON_RAISER","emeliy-NON_RAISER-RAISED-F","0","","0.000154785265783103","","1"
"emeliy-NON_RAISER","emeliy-NON_RAISER-RAISED-B","0","1","0.999845214734217","","1"
"emeliy-NON_RAISER","emeliy-NON_RAISER-UNRAISED-F","3","","0.000154785265783103","",""
"emeliy-NON_RAISER","emeliy-NON_RAISER-UNRAISED-B","0","1","0.999845214734217","",""
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-RAISED-F","0","","8.03164367588811e-06","","1"
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-RAISED-B","0","1","0.999991968356324","","1"
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-UNRAISED-F","3024","","8.03164367588811e-06","",""
"emeliyet-NON_RAISER","emeliyet-NON_RAISER-UNRAISED-B","0","1","0.999991968356324","",""
"emeliyet-RAISER","emeliyet-RAISER-RAISED-F","110","","8.03164367588811e-06","","1"
"emeliyet-RAISER","emeliyet-RAISER-RAISED-B","0","1","0.999991968356324","","1"
"emeliyet-RAISER","emeliyet-RAISER-UNRAISED-F","0","","8.03164367588811e-06","1",""
"emeliyet-RAISER","emeliyet-RAISER-UNRAISED-B","0","1","0.999991968356324","1",""
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-RAISED-F","0","","0.999893412874376","","1"
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-RAISED-B","0","1","0.000106587125623947","","1"
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-UNRAISED-F","0","1","0.999893412874376","",""
"emeliyetchan-NON_RAISER","emeliyetchan-NON_RAISER-UNRAISED-B","14","","0.000106587125623947","",""
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-RAISED-F","0","","0.000130727445102949","","1"
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-RAISED-B","0","1","0.999869272554897","","1"
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-UNRAISED-F","1","","0.000130727445102949","",""
"emeliyetchi-NON_RAISER","emeliyetchi-NON_RAISER-UNRAISED-B","0","1","0.999869272554897","",""
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-RAISED-F","0","","0.0194312945573581","","1"
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-RAISED-B","0","1","0.980568705442642","","1"
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-UNRAISED-F","57","","0.0194312945573581","",""
"emeliylesh-NON_RAISER","emeliylesh-NON_RAISER-UNRAISED-B","0","1","0.980568705442642","",""
"emeliylesh-RAISER","emeliylesh-RAISER-RAISED-F","35","","0.0194312945573581","","1"
"emeliylesh-RAISER","emeliylesh-RAISER-RAISED-B","2","1","0.980568705442642","","1"
"emeliylesh-RAISER","emeliylesh-RAISER-UNRAISED-F","0","","0.0194312945573581","1",""
"emeliylesh-RAISER","emeliylesh-RAISER-UNRAISED-B","0","1","0.980568705442642","1",""
"emeliyleshtür-NON_RAISER","emeliyleshtür-NON_RAISER-RAISED-F","0","","2.52607493180101e-05","","1"
"emeliyleshtür-NON_RAISER","emeliyleshtür-NON_RAISER-RAISED-B","0","1","0.999974739250682","","1"
"emeliyleshtür-NON_RAISER","emeliyleshtür-NON_RAISER-UNRAISED-F","366","","2.52607493180101e-05","",""
"emeliyleshtür-NON_RAISER","emeliyleshtür-NON_RAISER-UNRAISED-B","0","1","0.999974739250682","",""
"emes-NON_RAISER","emes-NON_RAISER-RAISED-F","0","","0.0210526327265586","","1"
"emes-NON_RAISER","emes-NON_RAISER-RAISED-B","0","1","0.978947367273441","","1"
"emes-NON_RAISER","emes-NON_RAISER-UNRAISED-F","38","","0.0210526327265586","",""
"emes-NON_RAISER","emes-NON_RAISER-UNRAISED-B","1","1","0.978947367273441","",""
"emet-NON_RAISER","emet-NON_RAISER-RAISED-F","0","","3.45949811911677e-05","","1"
"emet-NON_RAISER","emet-NON_RAISER-RAISED-B","0","1","0.999965405018809","","1"
"emet-NON_RAISER","emet-NON_RAISER-UNRAISED-F","12","","3.45949811911677e-05","",""
"emet-NON_RAISER","emet-NON_RAISER-UNRAISED-B","0","1","0.999965405018809","",""
"emiliyet-NON_RAISER","emiliyet-NON_RAISER-RAISED-F","0","","9.54580464981831e-05","","1"
"emiliyet-NON_RAISER","emiliyet-NON_RAISER-RAISED-B","0","1","0.999904541953502","","1"
"emiliyet-NON_RAISER","emiliyet-NON_RAISER-UNRAISED-F","11","","9.54580464981831e-05","",""
"emiliyet-NON_RAISER","emiliyet-NON_RAISER-UNRAISED-B","0","1","0.999904541953502","",""
"emiliyet-RAISER","emiliyet-RAISER-RAISED-F","10","","9.54580464981831e-05","","1"
"emiliyet-RAISER","emiliyet-RAISER-RAISED-B","0","1","0.999904541953502","","1"
"emiliyet-RAISER","emiliyet-RAISER-UNRAISED-F","0","","9.54580464981831e-05","1",""
"emiliyet-RAISER","emiliyet-RAISER-UNRAISED-B","0","1","0.999904541953502","1",""
"emirzade-RAISER","emirzade-RAISER-RAISED-F","1","1","0.000296711865113479","","1"
"emirzade-RAISER","emirzade-RAISER-RAISED-B","0","","0.999703288134887","","1"
"emirzade-RAISER","emirzade-RAISER-UNRAISED-F","0","","0.000296711865113479","1",""
"emirzade-RAISER","emirzade-RAISER-UNRAISED-B","0","1","0.999703288134887","1",""
"emle-RAISER","emle-RAISER-RAISED-F","3","","0.000286503781919295","","1"
"emle-RAISER","emle-RAISER-RAISED-B","0","1","0.999713496218081","","1"
"emle-RAISER","emle-RAISER-UNRAISED-F","0","","0.000286503781919295","1",""
"emle-RAISER","emle-RAISER-UNRAISED-B","0","1","0.999713496218081","1",""
"en'ene-NON_RAISER","en'ene-NON_RAISER-RAISED-F","0","","0.0009899831318802","","1"
"en'ene-NON_RAISER","en'ene-NON_RAISER-RAISED-B","0","1","0.99901001686812","","1"
"en'ene-NON_RAISER","en'ene-NON_RAISER-UNRAISED-F","1","","0.0009899831318802","",""
"en'ene-NON_RAISER","en'ene-NON_RAISER-UNRAISED-B","0","1","0.99901001686812","",""
"en'ene-RAISER","en'ene-RAISER-RAISED-F","906","","0.0009899831318802","","1"
"en'ene-RAISER","en'ene-RAISER-RAISED-B","1","1","0.99901001686812","","1"
"en'ene-RAISER","en'ene-RAISER-UNRAISED-F","0","","0.0009899831318802","1",""
"en'ene-RAISER","en'ene-RAISER-UNRAISED-B","0","1","0.99901001686812","1",""
"en'enichi-NON_RAISER","en'enichi-NON_RAISER-RAISED-F","0","","0.000104426835879273","","1"
"en'enichi-NON_RAISER","en'enichi-NON_RAISER-RAISED-B","0","1","0.999895573164121","","1"
"en'enichi-NON_RAISER","en'enichi-NON_RAISER-UNRAISED-F","9","","0.000104426835879273","",""
"en'enichi-NON_RAISER","en'enichi-NON_RAISER-UNRAISED-B","0","1","0.999895573164121","",""
"endishe-RAISER","endishe-RAISER-RAISED-F","913","","1.59202402731034e-05","","1"
"endishe-RAISER","endishe-RAISER-RAISED-B","0","1","0.999984079759727","","1"
"endishe-RAISER","endishe-RAISER-UNRAISED-F","0","","1.59202402731034e-05","1",""
"endishe-RAISER","endishe-RAISER-UNRAISED-B","0","1","0.999984079759727","1",""
"endize-RAISER","endize-RAISER-RAISED-F","59","","6.49508479996482e-05","","1"
"endize-RAISER","endize-RAISER-RAISED-B","0","1","0.999935049152","","1"
"endize-RAISER","endize-RAISER-UNRAISED-F","0","","6.49508479996482e-05","1",""
"endize-RAISER","endize-RAISER-UNRAISED-B","0","1","0.999935049152","1",""
"enggüshter-NON_RAISER","enggüshter-NON_RAISER-RAISED-F","0","","8.43515197570801e-05","","1"
